date,amount_raw,amount,currency,operation,merchant,details,bank,source_file,category
2024-11-19,"- 700,00 KZT",-700.0,KZT,Перевод,На Kaspi Депозит,На Kaspi Депозит,Kaspi Bank,gold_statement (2).pdf,переводы
2024-11-19,"+ 500,00 KZT",500.0,KZT,Пополнение,Диляра Р.,Диляра Р.,Kaspi Bank,gold_statement (2).pdf,переводы
2024-11-19,"- 14 640,00 KZT",-14640.0,KZT,Покупка,MASTER COFFEE MEGA,MASTER COFFEE MEGA,Kaspi Bank,gold_statement (2).pdf,рестораны и кафе
2024-11-19,"+ 14 640,00 KZT",14640.0,KZT,Пополнение,С Kaspi Депозита,С Kaspi Депозита,Kaspi Bank,gold_statement (2).pdf,переводы
2024-11-19,"- 150,00 KZT",-150.0,KZT,Покупка,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,gold_statement (2).pdf,покупки
2024-11-19,"- 505,00 KZT",-505.0,KZT,Перевод,На Kaspi Депозит,На Kaspi Депозит,Kaspi Bank,gold_statement (2).pdf,переводы
2024-11-19,"+ 500,00 KZT",500.0,KZT,Пополнение,Рафаэль Н.,Рафаэль Н.,Kaspi Bank,gold_statement (2).pdf,переводы
2024-11-19,"- 110,00 KZT",-110.0,KZT,,Purchases Avtobys. Оплата проезда по QR,Purchases Avtobys. Оплата проезда по QR,Kaspi Bank,gold_statement (3).pdf,транспорт
2024-11-19,"- 3 900,00 KZT",-3900.0,KZT,,Purchases Damm Trade Expo,Purchases Damm Trade Expo,Kaspi Bank,gold_statement (3).pdf,покупки
2024-11-19,"- 4 900,00 KZT",-4900.0,KZT,,Transfers Адилет Ш.,Transfers Адилет Ш.,Kaspi Bank,gold_statement (3).pdf,переводы
2024-11-19,"- 1 360,00 KZT",-1360.0,KZT,,Purchases ИП Берсиновв,Purchases ИП Берсиновв,Kaspi Bank,gold_statement (3).pdf,покупки
2024-11-19,"- 2 000,00 KZT",-2000.0,KZT,,Transfers Рамазан Б.,Transfers Рамазан Б.,Kaspi Bank,gold_statement (3).pdf,переводы
2024-11-19,"- 4 028,00 KZT",-4028.0,KZT,,Purchases YANDEX.EDA,Purchases YANDEX.EDA,Kaspi Bank,gold_statement.pdf,транспорт
2024-11-19,"- 7 000,00 KZT",-7000.0,KZT,,Transfers Макпал Т.,Transfers Макпал Т.,Kaspi Bank,gold_statement.pdf,переводы
2024-11-19,"- 550,00 KZT",-550.0,KZT,,Purchases Green Food,Purchases Green Food,Kaspi Bank,gold_statement.pdf,покупки
2024-11-19,"- 1 800,00 KZT",-1800.0,KZT,,Purchases Green Food,Purchases Green Food,Kaspi Bank,gold_statement.pdf,покупки
2024-11-19,"- 2 500,00 KZT",-2500.0,KZT,Перевод,Ерасыл С.,Ерасыл С.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-19,"+ 2 973,00 KZT",2973.0,KZT,Пополнение,Interpay*Taxi,Interpay*Taxi,Kaspi Bank,gold_statement_1.pdf,транспорт
2024-11-19,"+ 1 700,00 KZT",1700.0,KZT,Пополнение,Айгерим А.,Айгерим А.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-19,"- 3 000,00 KZT",-3000.0,KZT,Покупка,Z-1 г. Астана,Z-1 г. Астана,Kaspi Bank,gold_statement_1.pdf,покупки
2024-11-19,"+ 2 500,00 KZT",2500.0,KZT,Пополнение,Ерасыл С.,Ерасыл С.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-20,"- 610,00 KZT",-610.0,KZT,Перевод,Дамелия Д.,Дамелия Д.,Kaspi Bank,gold_statement (2).pdf,переводы
2024-11-20,"+ 607,00 KZT",607.0,KZT,Пополнение,С Kaspi Депозита,С Kaspi Депозита,Kaspi Bank,gold_statement (2).pdf,переводы
2024-11-20,"- 20 000,00 KZT",-20000.0,KZT,,Purchases KazInterstaff,Purchases KazInterstaff,Kaspi Bank,gold_statement.pdf,покупки
2024-11-20,"- 110,00 KZT",-110.0,KZT,Покупка,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,gold_statement_1.pdf,транспорт
2024-11-20,"- 493,00 KZT",-493.0,KZT,Покупка,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,gold_statement_1.pdf,супермаркеты
2024-11-20,"- 350,00 KZT",-350.0,KZT,Покупка,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,gold_statement_1.pdf,супермаркеты
2024-11-21,"- 3 000,00 KZT",-3000.0,KZT,,Transfers Кербез К.,Transfers Кербез К.,Kaspi Bank,gold_statement (3).pdf,переводы
2024-11-21,"- 1 400,00 KZT",-1400.0,KZT,,Transfers Алихан Н.,Transfers Алихан Н.,Kaspi Bank,gold_statement (3).pdf,переводы
2024-11-21,"+ 7 000,00 KZT",7000.0,KZT,,Replenishment Аслан Д.,Replenishment Аслан Д.,Kaspi Bank,gold_statement (3).pdf,переводы
2024-11-21,"- 990,00 KZT",-990.0,KZT,,Purchases ИП Берсиновв,Purchases ИП Берсиновв,Kaspi Bank,gold_statement.pdf,покупки
2024-11-21,"+ 3 000,00 KZT",3000.0,KZT,,Replenishment Рауан А.,Replenishment Рауан А.,Kaspi Bank,gold_statement.pdf,переводы
2024-11-21,"- 1 300,00 KZT",-1300.0,KZT,,Transfers Алибек М.,Transfers Алибек М.,Kaspi Bank,gold_statement.pdf,переводы
2024-11-21,"- 110,00 KZT",-110.0,KZT,Покупка,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,gold_statement_1.pdf,транспорт
2024-11-21,"- 930,00 KZT",-930.0,KZT,Покупка,Burabay,Burabay,Kaspi Bank,gold_statement_1.pdf,покупки
2024-11-21,"- 7 000,00 KZT",-7000.0,KZT,Перевод,Рауан А.,Рауан А.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-21,"+ 7 000,00 KZT",7000.0,KZT,Пополнение,Санжар С.,Санжар С.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-22,"- 150,00 KZT",-150.0,KZT,Покупка,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,gold_statement (2).pdf,покупки
2024-11-22,"- 345,00 KZT",-345.0,KZT,Покупка,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,gold_statement (2).pdf,супермаркеты
2024-11-22,"+ 345,00 KZT",345.0,KZT,Пополнение,С Kaspi Депозита,С Kaspi Депозита,Kaspi Bank,gold_statement (2).pdf,переводы
2024-11-22,"- 385,00 KZT",-385.0,KZT,Перевод,Əлия Б.,Əлия Б.,Kaspi Bank,gold_statement (2).pdf,покупки
2024-11-22,"+ 500,00 KZT",500.0,KZT,Пополнение,С Kaspi Депозита,С Kaspi Депозита,Kaspi Bank,gold_statement (2).pdf,переводы
2024-11-22,"- 650,00 KZT",-650.0,KZT,,Purchases Q-tea,Purchases Q-tea,Kaspi Bank,gold_statement (3).pdf,рестораны и кафе
2024-11-22,"- 285,00 KZT",-285.0,KZT,,Purchases ИП Берсиновв,Purchases ИП Берсиновв,Kaspi Bank,gold_statement (3).pdf,покупки
2024-11-22,"- 6 252,50 KZT",-6252.5,KZT,,Purchases Kazticket.kz,Purchases Kazticket.kz,Kaspi Bank,gold_statement (3).pdf,транспорт
2024-11-22,"- 800,00 KZT",-800.0,KZT,,Purchases YANDEX.GO,Purchases YANDEX.GO,Kaspi Bank,gold_statement.pdf,транспорт
2024-11-22,"+ 1 590,00 KZT",1590.0,KZT,Пополнение,Абай К.,Абай К.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-22,"+ 1 030,00 KZT",1030.0,KZT,Пополнение,Əмина Т.,Əмина Т.,Kaspi Bank,gold_statement_1.pdf,покупки
2024-11-22,"- 240,00 KZT",-240.0,KZT,Перевод,Ұлдана Д.,Ұлдана Д.,Kaspi Bank,gold_statement_1.pdf,покупки
2024-11-22,"+ 1 380,00 KZT",1380.0,KZT,Пополнение,Ербол С.,Ербол С.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-22,"- 250,00 KZT",-250.0,KZT,Покупка,Сундучок,Сундучок,Kaspi Bank,gold_statement_1.pdf,покупки
2024-11-22,"+ 1 670,00 KZT",1670.0,KZT,Пополнение,Самат Р.,Самат Р.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-22,"+ 540,00 KZT",540.0,KZT,Пополнение,Нұрдəулет Т.,Нұрдəулет Т.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-22,"+ 600,00 KZT",600.0,KZT,Пополнение,Медет Т.,Медет Т.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-22,"- 3 000,00 KZT",-3000.0,KZT,Покупка,АЗС Y-OIL,АЗС Y-OIL,Kaspi Bank,gold_statement_1.pdf,транспорт
2024-11-22,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,Санжар С.,Санжар С.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-22,"- 110,00 KZT",-110.0,KZT,Покупка,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,gold_statement_1.pdf,транспорт
2024-11-22,"+ 110,00 KZT",110.0,KZT,Пополнение,Санжар С.,Санжар С.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-22,"- 84,82 KZT",-84.82,KZT,Покупка,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,gold_statement_1.pdf,транспорт
2024-11-23,"- 3 000,00 KZT",-3000.0,KZT,Перевод,Мансур Д.,Мансур Д.,Kaspi Bank,gold_statement (2).pdf,переводы
2024-11-23,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement (2).pdf,переводы
2024-11-23,"- 279,00 KZT",-279.0,KZT,,Purchases Magnum Cash&Carry,Purchases Magnum Cash&Carry,Kaspi Bank,gold_statement (3).pdf,супермаркеты
2024-11-23,"- 500,00 KZT",-500.0,KZT,,Transfers Дəулет Т.,Transfers Дəулет Т.,Kaspi Bank,gold_statement (3).pdf,переводы
2024-11-23,"- 1 400,00 KZT",-1400.0,KZT,,"Purchases Bambino, Керуен","Purchases Bambino, Керуен",Kaspi Bank,gold_statement (3).pdf,
2024-11-23,"+ 5 800,00 KZT",5800.0,KZT,,Replenishment Кербез К.,Replenishment Кербез К.,Kaspi Bank,gold_statement (3).pdf,переводы
2024-11-23,"- 11 627,00 KZT",-11627.0,KZT,,Purchases Mola,Purchases Mola,Kaspi Bank,gold_statement (3).pdf,покупки
2024-11-23,"+ 4 500,00 KZT",4500.0,KZT,,Replenishment Кербез К.,Replenishment Кербез К.,Kaspi Bank,gold_statement (3).pdf,переводы
2024-11-23,"- 1 500,00 KZT",-1500.0,KZT,,Purchases Прокат коньков,Purchases Прокат коньков,Kaspi Bank,gold_statement (3).pdf,покупки
2024-11-23,"- 1 400,00 KZT",-1400.0,KZT,,Transfers Ғанибек С.,Transfers Ғанибек С.,Kaspi Bank,gold_statement (3).pdf,переводы
2024-11-23,"- 490,77 KZT",-490.77,KZT,,Purchases Парковка. ТРЦ Keruen,Purchases Парковка. ТРЦ Keruen,Kaspi Bank,gold_statement.pdf,транспорт
2024-11-23,"- 5 800,00 KZT",-5800.0,KZT,,Transfers Рауан А.,Transfers Рауан А.,Kaspi Bank,gold_statement.pdf,переводы
2024-11-23,"- 4 500,00 KZT",-4500.0,KZT,,Transfers Рауан А.,Transfers Рауан А.,Kaspi Bank,gold_statement.pdf,переводы
2024-11-23,"+ 47 000,00 KZT",47000.0,KZT,,Replenishment From card of other banks,Replenishment From card of other banks,Kaspi Bank,gold_statement.pdf,покупки
2024-11-23,"- 2 050,00 KZT",-2050.0,KZT,Покупка,Z-1 г. Астана,Z-1 г. Астана,Kaspi Bank,gold_statement_1.pdf,покупки
2024-11-23,"- 660,00 KZT",-660.0,KZT,Покупка,Hero7,Hero7,Kaspi Bank,gold_statement_1.pdf,покупки
2024-11-23,"+ 600,00 KZT",600.0,KZT,Пополнение,Ерсултан К.,Ерсултан К.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-23,"+ 2 000,00 KZT",2000.0,KZT,Пополнение,Мөлдір Б.,Мөлдір Б.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-23,"- 475,00 KZT",-475.0,KZT,Покупка,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,gold_statement_1.pdf,супермаркеты
2024-11-23,"+ 300,00 KZT",300.0,KZT,Пополнение,Нұрлан М.,Нұрлан М.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-23,"- 740,00 KZT",-740.0,KZT,Перевод,Санжар С.,Санжар С.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-23,"- 10 000,00 KZT",-10000.0,KZT,Перевод,Санжар С.,Санжар С.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-23,"+ 2 624,00 KZT",2624.0,KZT,Пополнение,Interpay*Taxi,Interpay*Taxi,Kaspi Bank,gold_statement_1.pdf,транспорт
2024-11-23,"+ 2 380,00 KZT",2380.0,KZT,Пополнение,Кульзира Т.,Кульзира Т.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-23,"- 300,00 KZT",-300.0,KZT,Перевод,Нұрлан М.,Нұрлан М.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-24,"- 1 000,00 KZT",-1000.0,KZT,Перевод,Темірлан Қ.,Темірлан Қ.,Kaspi Bank,gold_statement (2).pdf,покупки
2024-11-24,"+ 2 500,00 KZT",2500.0,KZT,Пополнение,Айым Ш.,Айым Ш.,Kaspi Bank,gold_statement (2).pdf,переводы
2024-11-24,"- 1 500,00 KZT",-1500.0,KZT,Перевод,Абзал И.,Абзал И.,Kaspi Bank,gold_statement (2).pdf,переводы
2024-11-24,"- 401,67 KZT",-401.67,KZT,Покупка,Jana Post,Jana Post,Kaspi Bank,gold_statement (2).pdf,покупки
2024-11-24,"+ 2 500,00 KZT",2500.0,KZT,Пополнение,Темірлан Қ.,Темірлан Қ.,Kaspi Bank,gold_statement (2).pdf,покупки
2024-11-24,"- 1 090,00 KZT",-1090.0,KZT,,Purchases ИП AISHA,Purchases ИП AISHA,Kaspi Bank,gold_statement (3).pdf,покупки
2024-11-24,"- 770,00 KZT",-770.0,KZT,,Purchases ИП Берсиновв,Purchases ИП Берсиновв,Kaspi Bank,gold_statement (3).pdf,покупки
2024-11-24,"- 150,00 KZT",-150.0,KZT,,Purchases Аппарат самообслуживания,Purchases Аппарат самообслуживания,Kaspi Bank,gold_statement (3).pdf,покупки
2024-11-24,"- 425,00 KZT",-425.0,KZT,,Transfers Болат Л.,Transfers Болат Л.,Kaspi Bank,gold_statement (3).pdf,переводы
2024-11-24,"- 5 545,00 KZT",-5545.0,KZT,,Purchases продукты,Purchases продукты,Kaspi Bank,gold_statement.pdf,покупки
2024-11-24,"- 31 878,00 KZT",-31878.0,KZT,,Purchases Kaspi Travel,Purchases Kaspi Travel,Kaspi Bank,gold_statement.pdf,транспорт
2024-11-24,"+ 38 000,00 KZT",38000.0,KZT,,Replenishment From Kaspi Deposit,Replenishment From Kaspi Deposit,Kaspi Bank,gold_statement.pdf,покупки
2024-11-24,"- 38 000,00 KZT",-38000.0,KZT,,Transfers To Kaspi Deposit,Transfers To Kaspi Deposit,Kaspi Bank,gold_statement.pdf,покупки
2024-11-24,"- 500,00 KZT",-500.0,KZT,Перевод,Ilkhomjon A.,Ilkhomjon A.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-24,"+ 500,00 KZT",500.0,KZT,Пополнение,Санжар С.,Санжар С.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-24,"- 110,00 KZT",-110.0,KZT,Покупка,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,gold_statement_1.pdf,транспорт
2024-11-24,"+ 110,00 KZT",110.0,KZT,Пополнение,Рустем І.,Рустем І.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-24,"+ 110,00 KZT",110.0,KZT,Пополнение,Санжар С.,Санжар С.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-25,"- 930,00 KZT",-930.0,KZT,Покупка,Sandwich Spot,Sandwich Spot,Kaspi Bank,gold_statement (2).pdf,рестораны и кафе
2024-11-25,"- 150,00 KZT",-150.0,KZT,Покупка,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,gold_statement (2).pdf,покупки
2024-11-25,"- 322,00 KZT",-322.0,KZT,Покупка,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,gold_statement (2).pdf,супермаркеты
2024-11-25,"- 3 787,00 KZT",-3787.0,KZT,,Transfers Адилет Ш.,Transfers Адилет Ш.,Kaspi Bank,gold_statement (3).pdf,переводы
2024-11-25,"- 10 055,00 KZT",-10055.0,KZT,,Transfers Болат Л.,Transfers Болат Л.,Kaspi Bank,gold_statement (3).pdf,переводы
2024-11-25,"+ 4 000,00 KZT",4000.0,KZT,,Replenishment Рамазан Н.,Replenishment Рамазан Н.,Kaspi Bank,gold_statement (3).pdf,переводы
2024-11-25,"- 1 080,00 KZT",-1080.0,KZT,,Purchases Сенсата парк,Purchases Сенсата парк,Kaspi Bank,gold_statement (3).pdf,покупки
2024-11-25,"+ 10 000,00 KZT",10000.0,KZT,,Replenishment Айдос Т.,Replenishment Айдос Т.,Kaspi Bank,gold_statement (3).pdf,переводы
2024-11-25,"- 610,00 KZT",-610.0,KZT,,Transfers Ерасыл К.,Transfers Ерасыл К.,Kaspi Bank,gold_statement (3).pdf,переводы
2024-11-25,"- 500,00 KZT",-500.0,KZT,,Purchases ИП Берсиновв,Purchases ИП Берсиновв,Kaspi Bank,gold_statement (3).pdf,покупки
2024-11-25,"+ 4 000,00 KZT",4000.0,KZT,,Replenishment Айым Ш.,Replenishment Айым Ш.,Kaspi Bank,gold_statement.pdf,переводы
2024-11-25,"- 10 516,00 KZT",-10516.0,KZT,,Transfers Жадыра К.,Transfers Жадыра К.,Kaspi Bank,gold_statement.pdf,переводы
2024-11-25,"- 300,00 KZT",-300.0,KZT,,Purchases Парковка. ТРЦ Mega Silkway,Purchases Парковка. ТРЦ Mega Silkway,Kaspi Bank,gold_statement.pdf,транспорт
2024-11-25,"- 16 990,00 KZT",-16990.0,KZT,,Purchases Bershka,Purchases Bershka,Kaspi Bank,gold_statement.pdf,покупки
2024-11-25,"+ 50 000,00 KZT",50000.0,KZT,,Replenishment In the Kaspi Terminal,Replenishment In the Kaspi Terminal,Kaspi Bank,gold_statement.pdf,покупки
2024-11-25,"- 3 980,00 KZT",-3980.0,KZT,Покупка,Qatty Tatty Ast,Qatty Tatty Ast,Kaspi Bank,gold_statement_1.pdf,покупки
2024-11-25,"+ 4 000,00 KZT",4000.0,KZT,Пополнение,Дильназ Қ.,Дильназ Қ.,Kaspi Bank,gold_statement_1.pdf,покупки
2024-11-25,"- 1 296,00 KZT",-1296.0,KZT,Перевод,Оплата Kaspi Red,Оплата Kaspi Red,Kaspi Bank,gold_statement_1.pdf,покупки
2024-11-25,"+ 1 500,00 KZT",1500.0,KZT,Пополнение,Женискуль Е.,Женискуль Е.,Kaspi Bank,gold_statement_1.pdf,переводы
2024-11-25,"+ 200,00 KZT",200.0,KZT,Пополнение,Ұлан Т.,Ұлан Т.,Kaspi Bank,gold_statement_1.pdf,покупки
